Date,AAPL_Daily_Adj._Open-Adj._Close_P_Delta,AAPL_AfterHours_Adj._Close-Adj._Open_P_Delta,AAPL_Adj._Volume,AAPL_25-day_Adj._Close_MA,AAPL_50-day_Adj._Close_MA,AAPL_100-day_Adj._Close_MA,AAPL_200-day_Adj._Close_MA,GOOGL_Daily_Adj._Open-Adj._Close_P_Delta,GOOGL_AfterHours_Adj._Close-Adj._Open_P_Delta,GOOGL_Adj._Volume,GOOGL_25-day_Adj._Close_MA,GOOGL_50-day_Adj._Close_MA,GOOGL_100-day_Adj._Close_MA,GOOGL_200-day_Adj._Close_MA,GOOG_Daily_Adj._Open-Adj._Close_P_Delta,GOOG_AfterHours_Adj._Close-Adj._Open_P_Delta,GOOG_Adj._Volume,GOOG_25-day_Adj._Close_MA,GOOG_50-day_Adj._Close_MA,GOOG_100-day_Adj._Close_MA,GOOG_200-day_Adj._Close_MA,AOSL_Daily_Adj._Open-Adj._Close_P_Delta,AOSL_AfterHours_Adj._Close-Adj._Open_P_Delta,AOSL_Adj._Volume,AOSL_25-day_Adj._Close_MA,AOSL_50-day_Adj._Close_MA,AOSL_100-day_Adj._Close_MA,AOSL_200-day_Adj._Close_MA,MSFT_Daily_Adj._Open-Adj._Close_P_Delta,MSFT_AfterHours_Adj._Close-Adj._Open_P_Delta,MSFT_Adj._Volume,MSFT_25-day_Adj._Close_MA,MSFT_50-day_Adj._Close_MA,MSFT_100-day_Adj._Close_MA,MSFT_200-day_Adj._Close_MA,FB_Daily_Adj._Open-Adj._Close_P_Delta,FB_AfterHours_Adj._Close-Adj._Open_P_Delta,FB_Adj._Volume,FB_25-day_Adj._Close_MA,FB_50-day_Adj._Close_MA,FB_100-day_Adj._Close_MA,FB_200-day_Adj._Close_MA,ORCL_Daily_Adj._Open-Adj._Close_P_Delta,ORCL_AfterHours_Adj._Close-Adj._Open_P_Delta,ORCL_Adj._Volume,ORCL_25-day_Adj._Close_MA,ORCL_50-day_Adj._Close_MA,ORCL_100-day_Adj._Close_MA,ORCL_200-day_Adj._Close_MA,INTC_Daily_Adj._Open-Adj._Close_P_Delta,INTC_AfterHours_Adj._Close-Adj._Open_P_Delta,INTC_Adj._Volume,INTC_25-day_Adj._Close_MA,INTC_50-day_Adj._Close_MA,INTC_100-day_Adj._Close_MA,INTC_200-day_Adj._Close_MA,IBM_Daily_Adj._Open-Adj._Close_P_Delta,IBM_AfterHours_Adj._Close-Adj._Open_P_Delta,IBM_Adj._Volume,IBM_25-day_Adj._Close_MA,IBM_50-day_Adj._Close_MA,IBM_100-day_Adj._Close_MA,IBM_200-day_Adj._Close_MA,ex_AAPL_Daily_Adj._Open-Adj._Close_P_Delta,pr_AAPL_Daily_Adj._Open-Adj._Close_P_Delta,Abs Prediction Error,ex AAPL cumulative sum,pr AAPL cumulative sum,ex AAPL 5-day MA,pr AAPL 5-day MA
185,-0.029206539,0.005852757,62439631,104.4715774,109.9085648,109.730538,115.730939,-0.039728294,0.006767931,2586395,761.2412,762.117,714.3228,648.46195,-0.041444893,0.00688021,2501730,744.6936,742.7426,690.1181,626.97925,-0.052401747,0.006912442,61760,9.0808,9.268,8.7126,8.5463,-0.040148699,0.00697134,66883571,53.24344044,52.90404969,48.5479123,46.20281435,-0.051103599,0.004295893,33410553,103.3752,104.6623,98.98675,92.34725,-0.031543052,0.003227699,28322878,35.99668661,37.21238295,36.78626116,38.89359745,-0.025946276,0.001880288,34445691,32.98331434,32.88919241,31.11447069,30.39964153,-0.017453184,0.005794008,4700115,131.1838898,131.8538393,135.5235008,146.0624205,0.015924867,-0.00146036,0.017385227,-0.188415528,-0.205800755,-0.007945827,-0.005574342
186,0.015924867,-0.033360129,63170127,103.7394692,109.4949469,109.6739264,115.6169252,0.009593617,-0.029259356,2777868,759.4912,761.79,715.1964,649.3454,0.01324109,-0.031382919,2225768,742.7876,742.6148,691.1405,627.81285,0.008009153,-0.031782066,42819,9.0548,9.262,8.7285,8.54495,0.021346154,-0.033891922,52381918,53.13909345,52.90851544,48.64847029,46.26731197,0.02629108,-0.044627427,48658623,103.0504,104.5635,99.10985,92.428025,0.017548991,-0.028456453,19523517,35.84782737,37.1179434,36.76206511,38.85566365,0.02408508,-0.091936469,48728154,32.90550023,32.86728146,31.17607698,30.41012736,0.007428182,-0.021819276,5709426,130.9858037,131.735289,135.3832858,145.9487955,0.00966736,-0.00017242,0.00983978,-0.212108297,-0.221948077,-0.002785566,-0.003259186
187,0.00966736,0.013178215,79833891,103.0159693,109.0074911,109.6196497,115.4920906,0.000704235,0.013596251,3833751,757.4088,761.0234,716.1202,650.1504,0.00312008,0.012743898,3608109,740.5012,742.0606,692.1889,628.5723,-0.002344666,0.009400705,37518,9.0284,9.2454,8.7405,8.54295,-0.006236601,0.009609727,71820697,52.98374103,52.85411358,48.74183123,46.32118156,0.010534156,0.01642624,46132781,102.6652,104.4113,99.23865,92.49455,0.009467456,0.012309496,25424508,35.67845555,37.00147703,36.74563197,38.81544861,0.001009082,0.007392473,76373920,32.70999709,32.78384308,31.21182108,30.40836884,0.000153834,0.000615243,9007945,130.7322226,131.5324185,135.2666744,145.8274969,-0.017782746,-0.00840522,0.009377526,-0.216712828,-0.207335302,-0.005452957,-0.003261516
188,-0.017782746,-0.016139044,53087747,102.2525576,108.521944,109.5547364,115.3597909,-0.001485802,-0.018328976,2436220,755.7704,760.2988,717.1863,651.03925,-0.002147021,-0.018780547,2268078,738.5944,741.5342,693.3862,629.4036,-0.009313155,-0.010575793,38638,9.0004,9.226,8.7536,8.5398,-0.017871018,-0.011471519,43564538,52.80035509,52.78650652,48.84270508,46.37501011,-0.013156532,-0.025509133,30998256,102.2588,104.2377,99.36125,92.563075,0.000289519,-0.019392185,21423142,35.54132734,36.88798868,36.7395896,38.77817579,-0.006004003,-0.015100671,28878108,32.51759104,32.69964123,31.25160443,30.40680388,-0.015371609,-0.075325892,9955973,130.3980968,131.2973237,135.155522,145.6909838,0.017770768,-0.0108949,0.028665668,-0.215081104,-0.243746772,-0.000725258,-0.004926322
189,0.017770768,0.002789544,72334416,101.6112292,108.0498496,109.4331392,115.2183256,0.017934552,0.002240592,4122010,754.496,759.4566,717.7745,651.9123,0.014289656,0.005340397,3444962,736.9776,740.8782,694.0845,630.212025,0.028503563,0.003464203,41728,8.9848,9.2114,8.768,8.5386,0.016206483,0.004134672,63272993,52.67303619,52.72376377,48.92416105,46.42396983,0.016374017,0.005935347,59051429,101.948,103.9495,99.43285,92.622625,0.001770956,-0.000883913,25277866,35.41861572,36.76503369,36.71327411,38.73624396,0.008177172,0.002027712,39598190,32.3364119,32.61427798,31.27561183,30.40313448,0.028701671,-0.004595437,16157769,129.9082768,130.975013,134.9293666,145.5168943,-0.007830208,-0.0109435,0.003113292,-0.220121768,-0.22323506,0.003550008,-0.00637528
190,-0.007830208,0.024195223,52161463,100.978118,107.5654295,109.275287,115.0809336,0.009025647,0.021096233,2596916,753.0612,758.758,718.3616,652.82135,0.006280441,0.024073366,2412211,735.3304,740.3348,694.7743,631.059875,0.027617952,0.012318029,49098,8.9852,9.2,8.7851,8.5386,-0.010196078,0.018423138,40191157,52.49159702,52.64454441,48.99109442,46.47149237,-0.007902223,0.023895497,30518939,101.528,103.6908,99.47715,92.681825,0.006192863,0.012602579,20374772,35.28573259,36.64032793,36.68961093,38.69519863,0.000337268,0.015509103,30157376,32.1502,32.53336678,31.29626017,30.39876293,0.013272877,0.014319421,8851531,129.40651,130.6794254,134.6957652,145.3477221,0.028287539,-0.0123949,0.040682439,-0.167639006,-0.208321445,0.006022543,-0.008562188
191,0.028287539,0.000985999,65800467,100.6232156,107.1907669,109.1639164,114.9705639,0.004663073,-0.002173155,2357315,752.476,758.5718,719.2193,653.80445,0.002280265,-0.002302654,2011797,734.6044,740.342,695.723,631.978075,0.017699115,-0.00326087,35132,8.9948,9.1954,8.804,8.54035,0.017117292,-0.00669344,37555789,52.37829488,52.61525723,49.07535603,46.52834892,0.015869723,0.00796406,30495387,101.2636,103.5198,99.54645,92.76015,0.00723589,-0.006321839,15892645,35.15766962,36.53921923,36.66639271,38.65677223,-0.006474104,0.002172097,25326490,31.9467606,32.46706993,31.3127457,30.39543719,-0.017405952,-0.003265306,9238219,128.8172616,130.4325885,134.4635586,145.1776081,-0.020488574,-0.00292173,0.017566844,-0.187141581,-0.169574737,-8.6442E-06,-0.00911205
192,-0.020488574,0.004927595,51794525,100.1575776,106.8517119,109.0383392,114.8458745,-0.013739514,0.002167335,2267031,750.7572,758.079,720.0773,654.73245,-0.016459825,0.003063218,1711716,732.7476,740.009,696.6572,632.832525,-0.016357688,0.006651885,26571,8.9956,9.1896,8.8177,8.54125,-0.002887948,0,34707717,52.20931506,52.58880478,49.15871466,46.58248572,-0.017321718,0.007731162,32482015,100.8724,103.3018,99.62225,92.83435,-0.006940428,-0.000582411,16793613,34.98401815,36.43257975,36.64225853,38.61564231,-0.013004335,0.000337838,26440976,31.7260937,32.39719208,31.32493245,30.39086992,-0.0001638,0.001392529,5445560,128.1540199,130.1745755,134.2281646,145.0031693,0.00060042,0.000605425,5.01E-06,-0.181613566,-0.181608561,0.003667989,-0.007309921
193,0.00060042,-0.03950395,75077002,99.8058056,106.5363302,108.9672341,114.721268,-0.001931421,0.002861854,1547049,749.3156,757.4498,721.1196,655.6587,-0.001134692,0.000883541,1331691,731.292,739.5618,697.8097,633.697675,-0.011013216,-0.005567929,27840,8.9932,9.1832,8.834,8.5421,0.007337324,-0.003066897,28900820,52.07187294,52.56704299,49.26220802,46.63732679,-0.004296236,0.004622971,26877080,100.5172,103.0684,99.72335,92.91085,0.026515152,-0.00567698,19729566,34.92311807,36.36073663,36.63744275,38.57738686,0.011144883,-0.002004008,24754949,31.53368764,32.34067038,31.34732966,30.38468334,0.002781186,0.001142018,4617414,127.6083195,129.9350608,134.0474125,144.8287448,-0.0272803,0.00447799,0.03175829,-0.248397816,-0.216639526,-0.005342225,-0.004235343
194,-0.0272803,0.003960608,133369674,99.31238575,106.100039,108.7868583,114.5657337,-0.024881436,0.028721536,2121434,747.7448,756.6708,721.8463,656.5034,-0.019168523,0.031757596,2194227,729.7192,738.937,698.6662,634.501775,-0.024636058,0.010332951,40731,8.9748,9.1724,8.8407,8.5423,-0.015189387,0.012495119,36775194,51.9585708,52.53316784,49.34156525,46.68735342,-0.034154822,0.134992059,58699359,100.1336,102.797,99.76895,92.96805,-0.003425635,0.007447723,20567567,34.87236645,36.29063276,36.62224495,38.53964822,-0.002342704,0.007044616,26384138,31.37670443,32.29053641,31.36097222,30.37881393,-0.014421902,0.002480159,5025161,127.0710976,129.7022904,133.828335,144.6487228,0.003198635,0.0110168,0.007818165,-0.241238573,-0.233420408,-0.003136456,0.000156717
195,0.003198635,0.007439685,55678825,98.79431448,105.7429846,108.6322254,114.416132,0.013695661,0.000881999,3105222,747.2448,756.8354,722.9588,657.546,0.012101576,0.000779796,2676397,729.0468,739.2162,699.9133,635.504625,0.007954546,0.005636979,35007,8.954,9.1644,8.85,8.5434,0.003760123,0.051387955,62513789,51.85052494,52.52482966,49.42769671,46.7419688,0.017817164,-0.001099807,107475327,100.3072,102.9002,99.97855,93.096025,0.004549332,0.009057458,15472757,34.83541627,36.2548942,36.60971857,38.50568151,-0.001665556,0.008008008,22028142,31.21139782,32.24911297,31.37155013,30.37485432,0.007916873,0.008672885,3942537,126.5593109,129.518656,133.6048845,144.4751463,0.026901572,0.0159751,0.010926472,-0.206897316,-0.217823788,-0.003413649,0.005830717
196,0.026901572,-0.008937744,64416504,98.40732619,105.4136142,108.5200994,114.280109,0.016542939,0.013016353,3790395,747.0136,757.054,724.2827,658.64755,0.015611116,0.010108352,3474319,728.7648,739.496,701.3358,636.556725,0.070627803,-0.005235602,96866,8.9584,9.1736,8.8645,8.5483,0.006577745,-0.003811944,83611686,51.84040173,52.55768994,49.5519751,46.80846856,0.029543995,0.000534712,62739548,100.5752,103.0636,100.21805,93.24355,0.018513324,-0.011291655,19059281,34.83040789,36.22237513,36.61300045,38.47040887,0.026812314,-0.00967118,38311356,31.06777077,32.22820769,31.39767239,30.36963585,0.01224854,-0.00312525,8248077,126.0529195,129.3467759,133.4355927,144.3053544,-0.000414637,0.0134954,0.013910037,-0.216249697,-0.20233966,0.000601138,0.009114143
197,-0.000414637,-0.010473919,40943541,97.93073192,105.0759287,108.3694607,114.1425803,-0.000635324,0.038571818,5576089,747.104,757.5498,725.5516,659.7838,0.002052075,0.043218085,5139157,728.8324,740.03,702.7092,637.647725,0.014736842,-0.007261411,37486,8.964,9.1832,8.8778,8.55255,-0.003097668,-0.009870225,44208542,51.79718339,52.59156377,49.66017938,46.87357218,0.025118019,-0.002519767,46132726,100.9936,103.2628,100.47365,93.40745,0.011699164,-0.012940529,14143998,34.81245356,36.18985687,36.60260467,38.43776499,0.003255208,-0.012005191,19015120,30.90594837,32.19297841,31.41244037,30.36326029,0.003456592,-0.009292638,3574834,125.5245613,129.1735468,133.2329933,144.1404524,-0.009851184,0.0109734,0.020824584,-0.2365748,-0.215750216,-0.001489183,0.011187738
198,-0.009851184,0.00550381,37357215,97.40053057,104.6296596,108.2207857,114.00237,-0.024472205,0.006876593,6792331,747.7068,757.9678,726.9266,661.02465,-0.025302741,0.007284378,6348126,729.4824,740.523,704.2285,638.850725,0.003134796,0.005208333,29823,8.9668,9.1868,8.8924,8.5567,-0.021598671,0.004716981,56313753,51.69322575,52.57501621,49.75966665,46.93295381,-0.001655052,0.00575866,59778571,101.3772,103.3996,100.71535,93.576625,-0.013947001,0.005940594,17404484,34.75314264,36.12704771,36.58841893,38.40258269,-0.02134647,0.006153269,24994282,30.70541248,32.12793974,31.41983522,30.3538413,-0.005902806,0.008540752,3287218,124.9345421,128.9253611,133.0329921,143.9780006,0.014210526,0.0130692,0.001141326,-0.216860464,-0.21800179,0.006808982,0.01290598
199,0.014210526,0.000270021,45964294,96.99084732,104.1908251,108.0668319,113.8575456,-0.046929847,-0.006391951,6555731,746.3924,757.7566,727.9096,662.0489,-0.056178754,-0.005695027,6171019,728.06,740.2938,705.2845,639.808575,-0.014507772,0.030494217,44619,8.9716,9.1872,8.9084,8.5617,-0.020469484,-0.001150307,57559814,51.54566042,52.54036367,49.84885048,46.98209199,-0.022382233,-0.007897773,56919324,101.6476,103.5282,100.92245,93.724625,0.003655793,0.00028019,13855330,34.71585937,36.06465889,36.57250161,38.36751745,-0.012786003,-0.006816633,44660057,30.49906957,32.03696304,31.42500607,30.34222432,0.005887572,0.002886466,6223424,124.4377853,128.6937468,132.839164,143.7983364,0.007719591,0.0115186,0.003799009,-0.208870852,-0.205071843,0.007713174,0.01300634
200,0.007719591,-0.000828157,46471652,96.53616542,103.7568817,107.9044361,113.7198189,-0.019554386,-0.006205224,5246123,743.8352,756.8172,728.6569,662.984425,-0.020475644,-0.005847375,5168709,725.3164,739.322,706.1069,640.678775,0.148979592,-0.023090586,371757,9.0424,9.22,8.9421,8.57485,-0.001919386,-0.001153846,46987123,51.36850415,52.49772936,49.93463995,47.03173977,-0.011717352,-0.008869581,38890199,101.7768,103.5916,101.10685,93.858975,0.021008403,-0.008779149,16925925,34.69871115,36.01096436,36.56104144,38.33570849,0.021619767,-0.006382264,29257839,30.2897771,31.94741506,31.43245334,30.33412604,0.02054685,-0.003368586,5265650,123.9703174,128.4846773,132.6623976,143.6417113,-0.025901368,0.00922296,0.035124328,-0.235600377,-0.200476049,-0.002847414,0.011655912
201,-0.025901368,-0.009466071,46418064,96.03555017,103.302515,107.7059517,113.5611487,-0.029965541,-0.022848698,5477821,740.3736,755.3584,729.1698,663.757325,-0.028840553,-0.022996913,5105725,721.8192,737.8738,706.7102,641.3998,0.005454545,-0.037974684,213164,9.1068,9.2518,8.9751,8.5869,-0.034270312,-0.012161085,62008994,51.12905117,52.41927444,50.0067731,47.07076237,-0.049675829,-0.035168637,76894741,101.6908,103.534,101.22445,93.956175,-0.011901467,-0.015966387,17312179,34.65672131,35.94641843,36.54571114,38.2995731,-0.018255578,-0.010330579,27957541,30.06939441,31.84709566,31.43354165,30.32118638,0.010611539,-0.009955923,7176765,123.5552615,128.2941061,132.5109121,143.4843513,0.020186836,0.00713739,0.013049446,-0.224879612,-0.237929058,0.00127288,0.01038431
202,0.020186836,-0.00757815,54021375,95.65448765,102.8455136,107.5077556,113.4022771,0.023964635,-0.015919677,4470514,737.4196,754.049,729.5607,664.490825,0.022295426,-0.015262032,4247355,718.7736,736.563,707.1862,642.0785,0.051691729,-0.008042895,84669,9.1868,9.2846,9.008,8.59975,-0.002825429,-0.007893139,59290497,50.89271303,52.32505066,50.06251778,47.1044409,-0.006573051,-0.026165414,71229746,101.4944,103.4142,101.29295,94.042875,0.013663535,-0.01347936,20118847,34.6264872,35.87382188,36.5252931,38.26377317,0.002783577,-0.011450382,28725928,29.86132457,31.74480284,31.42921416,30.30882863,0.007777778,-0.00677272,7363893,123.1953151,128.0952492,132.3386883,143.3026723,0.007423905,0.00127066,0.006153245,-0.225033857,-0.231187102,0.004727898,0.008443762
203,0.007423905,0.009790504,44331195,95.26911671,102.4047486,107.3080966,113.240362,0.011645862,0.015363328,4214950,735.0828,752.6842,729.9157,665.127625,0.00861197,0.012903511,3608914,716.2244,735.1622,707.6075,642.64375,0.008108108,0.00178731,101704,9.2812,9.32,9.0399,8.61265,0.005303958,0.012378247,46740474,50.67778938,52.23919801,50.11390326,47.11587186,0.024706609,0.020192887,62709018,101.3872,103.2968,101.35385,94.132925,-0.001423285,0.009692132,17819755,34.60008935,35.79470792,36.4969189,38.22687177,0.011232011,0.002429712,22902625,29.67067236,31.64057264,31.42440461,30.29769953,-0.016254361,0.007495768,5956138,122.7864332,127.8513066,132.1297416,143.1089922,-0.017201835,0.00267843,0.019880265,-0.232445188,-0.212564923,-0.001554574,0.006365608
204,-0.017201835,-0.005091758,42343601,94.95872226,101.9541256,107.1256101,113.0634632,-0.006940249,-0.014868784,3015733,732.8956,751.3818,730.2675,665.831275,-0.003989168,-0.013330995,2638007,713.886,733.8394,708.0197,643.2875,-0.001784121,-0.013404826,147720,9.3748,9.3548,9.0706,8.62575,-0.003607938,-0.020720177,38236954,50.46987411,52.15704422,50.16995771,47.12863216,-0.005416051,-0.013861386,45179370,101.318,103.2078,101.42045,94.228375,-0.00621118,-0.017329546,13368654,34.58275345,35.71952734,36.48467529,38.18798187,-0.022506925,-0.014169323,27267783,29.46356151,31.52482246,31.4145085,30.28175167,-0.03848,-0.011731425,6462375,122.2303463,127.5229709,131.8856072,142.8919674,-0.000959591,0.00571516,0.006674751,-0.238496537,-0.231821786,-0.003290411,0.00520492
205,-0.000959591,0.005229456,50074711,94.70455388,101.482704,106.9420956,112.8938526,0.014389522,0.008281896,3250206,730.7768,750.252,730.7219,666.541225,0.012014815,0.010466836,3024043,711.4656,732.6496,708.5583,643.93465,0.027173913,0.003527337,67523,9.4764,9.3868,9.104,8.6402,0.02074774,0.011269873,48878571,50.30011558,52.06632464,50.23326195,47.1359272,0.023192771,0.017957021,43670634,101.2756,103.1612,101.49555,94.334525,0.007227522,0.011481056,18889731,34.54414168,35.64137449,36.47240301,38.14298738,0.014013654,0.012402551,28450212,29.28509522,31.40287642,31.41114622,30.26329468,-0.007829601,0.011964361,7307503,121.6093628,127.1305855,131.6533448,142.6485711,-0.002123368,0.00417543,0.006298798,-0.235390449,-0.229091651,0.001465189,0.004195414
206,-0.002123368,0.010958613,40351381,94.62809338,101.0357687,106.7442902,112.7349383,-0.007469707,0.016636252,2326889,729.4124,748.714,731.121,667.268725,-0.011387014,0.015504103,2141373,709.706,730.9568,709.0279,644.60125,-0.01142355,0.005333333,55118,9.5872,9.4174,9.1375,8.65375,0.004975124,0.015022994,34243324,50.23509339,51.97443699,50.29835969,47.14761774,-0.016676306,0.017547299,36176760,101.4392,103.059,101.56015,94.44225,0.008513053,0.006190208,15835938,34.56384156,35.571911,36.46262904,38.10032095,0.002450123,0.003840782,19698998,29.17103741,31.28293809,31.41053937,30.2475269,0.014925373,0.006526768,4935670,121.2015978,126.7644574,131.433328,142.4184445,0.017049042,0.00376707,0.013281972,-0.207382794,-0.220664766,0.000837631,0.00352135
207,0.017049042,0.000310431,49057916,94.63592766,100.6616973,106.5901775,112.6059061,-0.001405413,0.013042751,2172213,728.8816,747.5098,731.7654,668.113075,-0.002857225,0.011577424,2520021,708.7672,729.5292,709.711,645.36955,0.00265252,0.010582011,195507,9.7116,9.4494,9.1743,8.6685,0.003732809,0.007829321,37291208,50.2008302,51.90123836,50.3747349,47.16593589,-0.021098266,0.003247712,45687224,101.6104,102.9698,101.64665,94.55645,-0.001677852,0.007563025,19675736,34.60521132,35.5159968,36.46068408,38.06384487,0.001043478,0.002779708,30705228,29.07522297,31.17076647,31.4160088,30.2340276,0.007469425,0.007902884,4061066,120.9074203,126.4618672,131.2494244,142.2111992,0.014999483,0.00543162,0.009567863,-0.19207288,-0.201640743,0.002352746,0.004353542
208,0.014999483,0.007337954,44863243,94.64055204,100.3378672,106.4416595,112.4658042,0.006836314,0.002718691,2457715,728.8376,746.7852,732.5522,669.017125,0.013447783,0.002258611,2492634,708.462,728.6464,710.5714,646.22205,-0.015270506,0.003101462,121808,9.8086,9.4817,9.20965,8.683975,0.01806176,-0.001716902,40788968,50.2198841,51.87377664,50.46443742,47.19070109,0.031979596,0.005703422,44073369,101.918,102.9862,101.75895,94.6875,0.018348624,0.002184002,13186471,34.67179693,35.49586314,36.46985362,38.02829878,0.021136521,0.002035969,27691728,28.98506513,31.08736119,31.42754273,30.21978066,0.019319376,0.030927835,4820982,120.6823956,126.2397138,131.1055738,142.0091264,-0.026102792,0.00551929,0.031622082,-0.210837718,-0.179215636,0.000572555,0.004921714
209,-0.026102792,-0.002701018,39020983,94.51604941,99.90251845,106.2682249,112.317763,-0.022412666,-0.002243871,2363846,727.7244,745.5512,733.1782,669.840475,-0.017816901,-0.00332688,1883248,707.3132,727.2572,711.2869,647.0049,0.006183746,0.009657594,117002,9.907,9.5119,9.24555,8.699975,-0.00267533,-0.004215367,27176035,50.21123074,51.80851599,50.55149865,47.21631919,-0.022022684,-0.008891466,29593508,102.082,102.932,101.84955,94.8108,-0.002179243,-0.003003003,12866629,34.72144064,35.44924575,36.47833924,37.99168195,-0.003725025,-0.007477906,20623257,28.8689521,30.98565522,31.44108727,30.20524231,0.018846154,-0.000679502,9951438,120.7173112,126.1120754,131.0163703,141.8365474,0.000416667,0.00868664,0.008269973,-0.213122069,-0.204852096,0.000847806,0.00551601
210,0.000416667,0.002811329,35374173,94.48345417,99.47751581,106.0954513,112.1826418,0.008674396,0.010247746,1745940,727.826,744.5336,733.9978,670.7358,0.008460067,0.009330727,1589281,707.3272,726.0104,712.1763,647.85545,0.032173913,0.01095198,435694,10.0346,9.5577,9.28665,8.718325,-0.00288628,0.008876881,33559073,50.23245616,51.7379483,50.63464293,47.24317758,0.019697708,0.008797934,32404516,102.4472,102.9112,101.96755,94.94585,0.007119387,0.008972268,13203418,34.82782002,35.41225331,36.48840006,37.95906474,-0.016780822,0.013932428,42056701,28.7549183,30.86911632,31.44452769,30.18983992,0.00543971,0.005710851,5125276,120.8434254,126.0136576,130.9236584,141.6712147,0.005918388,0.00888029,0.002961902,-0.204392352,-0.20143045,0.002456158,0.006456982
211,0.005918388,-0.004954583,34280758,94.40055914,99.07001415,105.9530499,112.0554657,-0.00063056,-0.004046362,1875824,727.7324,743.6118,735.0458,671.70565,-0.001399392,-0.007091697,1949816,706.9968,724.8922,713.292,648.76665,-0.008333333,0.005882353,119185,10.1582,9.6065,9.32685,8.736775,0.007077276,-0.005887939,25008291,50.22899061,51.68404203,50.73220754,47.28040237,0.015830884,-0.00289287,35709714,102.7988,102.9246,102.14705,95.09115,0,0,10109943,34.91922748,35.38352742,36.50767125,37.93128498,0.008244589,-0.001703577,23893145,28.63374851,30.76962437,31.45469771,30.17956384,-0.000523013,-0.004709576,4457444,120.9293468,125.9575753,130.8653423,141.517366,-0.017738589,0.00209157,0.019830159,-0.227085524,-0.207255365,-0.004501369,0.006121882
212,-0.017738589,-0.007498152,31942633,94.32502867,98.670499,105.8220325,111.9138025,-0.012133315,-0.00931283,2066566,728.0044,742.7066,735.9926,672.5819,-0.007983463,-0.009959043,2009280,707.0528,723.777,714.3008,649.5924,-0.001670844,-0.017573222,217930,10.2958,9.6621,9.36795,8.755725,-0.022162782,-0.009574052,28895274,50.25042979,51.61708541,50.81391233,47.30841833,-0.013008891,-0.011852835,25319315,103.2184,102.9418,102.33495,95.226325,-0.015090272,-0.012585499,9417125,35.01496892,35.34671224,36.52074255,37.8996765,-0.017064846,-0.009722222,26638208,28.60646381,30.65823045,31.45488425,30.16648347,-0.005558059,-0.00641994,3439631,121.0729203,125.9025715,130.7941689,141.3524011,0.022557991,0.00541949,0.017138501,-0.212025685,-0.229164186,-0.002989667,0.006119456
213,0.022557991,-0.000520291,36255745,94.32335818,98.28795791,105.6962135,111.767631,0.014480517,0.002815925,1854612,728.0772,741.9238,736.8296,673.44165,0.015444464,0.000643261,1963573,706.9636,722.779,715.2122,650.3991,-0.011073254,0.012919897,144557,10.4198,9.7101,9.40615,8.772725,0.013217597,0.00720405,33014457,50.29566898,51.54801204,50.89003376,47.33230644,0.025621341,0.002151946,34412437,103.6832,102.971,102.50645,95.368175,0.014962593,0.004368004,10976148,35.09692044,35.31912389,36.52864195,37.86588251,0.023492286,0.00445358,21593601,28.59286262,30.55522683,31.45046933,30.15266189,0.00950209,0.003689759,4122421,121.3060601,125.8520785,130.7030269,141.1813839,0.007391983,0.00925151,0.001859527,-0.205153993,-0.203294466,0.003709288,0.0068659
214,0.007391983,0.004547334,27582659,94.34256522,97.97689722,105.5804895,111.6310078,0.008562378,0.006144393,1807258,728.4996,741.4978,737.7008,674.35835,0.008199883,0.004009919,1642166,707.2556,722.1166,716.1568,651.24935,-0.017857143,0.014718615,211984,10.5354,9.7601,9.44285,8.789125,0.007152523,0.009596929,26939467,50.36096827,51.51700223,50.96944506,47.36163462,0.008962749,0.005829555,29906278,104.232,103.09,102.67765,95.518475,0.01359065,0.003754358,11565842,35.22890967,35.32376269,36.54186988,37.8361664,0.010231924,0.008777853,17571439,28.6041856,30.47029875,31.45135823,30.14146389,0.00907795,7.43E-05,4358205,121.8462491,125.8772629,130.6416031,141.0260235,-0.002983539,0.00746414,0.010447679,-0.203590198,-0.193142519,0.003029247,0.0066214
215,-0.002983539,-0.000515943,28991131,94.38684657,97.68248226,105.4584484,111.4973282,-0.01191385,-0.005325166,2123690,728.4272,740.7442,738.3795,675.289,-0.004953569,-0.00673692,2243522,707.1948,721.2626,716.9384,652.1295,0.005546075,-0.001272804,184050,10.6496,9.8174,9.4792,8.8066,-0.024714829,0.000974659,35975925,50.40696971,51.44928337,51.03173298,47.38713725,-0.007175713,-0.002965159,26686193,104.7824,103.1552,102.83615,95.670775,-0.012556773,0.001082251,16548735,35.34080501,35.3132688,36.54549662,37.80613913,-0.002677376,-0.002684564,19902219,28.6198288,30.3850144,31.44910316,30.13324175,-0.018437291,-0.000227221,4385699,122.2498091,125.8281596,130.546689,140.8613404,-0.001755111,0.0090907,0.010845811,-0.205861252,-0.195015441,0.001494547,0.006663482
