Date,AAPL_Daily_Adj._Open-Adj._Close_P_Delta,AAPL_AfterHours_Adj._Close-Adj._Open_P_Delta,AAPL_Adj._Volume,AAPL_25-day_Adj._Close_MA,AAPL_50-day_Adj._Close_MA,AAPL_100-day_Adj._Close_MA,AAPL_200-day_Adj._Close_MA,GOOGL_Daily_Adj._Open-Adj._Close_P_Delta,GOOGL_AfterHours_Adj._Close-Adj._Open_P_Delta,GOOGL_Adj._Volume,GOOGL_25-day_Adj._Close_MA,GOOGL_50-day_Adj._Close_MA,GOOGL_100-day_Adj._Close_MA,GOOGL_200-day_Adj._Close_MA,GOOG_Daily_Adj._Open-Adj._Close_P_Delta,GOOG_AfterHours_Adj._Close-Adj._Open_P_Delta,GOOG_Adj._Volume,GOOG_25-day_Adj._Close_MA,GOOG_50-day_Adj._Close_MA,GOOG_100-day_Adj._Close_MA,GOOG_200-day_Adj._Close_MA,AOSL_Daily_Adj._Open-Adj._Close_P_Delta,AOSL_AfterHours_Adj._Close-Adj._Open_P_Delta,AOSL_Adj._Volume,AOSL_25-day_Adj._Close_MA,AOSL_50-day_Adj._Close_MA,AOSL_100-day_Adj._Close_MA,AOSL_200-day_Adj._Close_MA,MSFT_Daily_Adj._Open-Adj._Close_P_Delta,MSFT_AfterHours_Adj._Close-Adj._Open_P_Delta,MSFT_Adj._Volume,MSFT_25-day_Adj._Close_MA,MSFT_50-day_Adj._Close_MA,MSFT_100-day_Adj._Close_MA,MSFT_200-day_Adj._Close_MA,FB_Daily_Adj._Open-Adj._Close_P_Delta,FB_AfterHours_Adj._Close-Adj._Open_P_Delta,FB_Adj._Volume,FB_25-day_Adj._Close_MA,FB_50-day_Adj._Close_MA,FB_100-day_Adj._Close_MA,FB_200-day_Adj._Close_MA,ORCL_Daily_Adj._Open-Adj._Close_P_Delta,ORCL_AfterHours_Adj._Close-Adj._Open_P_Delta,ORCL_Adj._Volume,ORCL_25-day_Adj._Close_MA,ORCL_50-day_Adj._Close_MA,ORCL_100-day_Adj._Close_MA,ORCL_200-day_Adj._Close_MA,INTC_Daily_Adj._Open-Adj._Close_P_Delta,INTC_AfterHours_Adj._Close-Adj._Open_P_Delta,INTC_Adj._Volume,INTC_25-day_Adj._Close_MA,INTC_50-day_Adj._Close_MA,INTC_100-day_Adj._Close_MA,INTC_200-day_Adj._Close_MA,IBM_Daily_Adj._Open-Adj._Close_P_Delta,IBM_AfterHours_Adj._Close-Adj._Open_P_Delta,IBM_Adj._Volume,IBM_25-day_Adj._Close_MA,IBM_50-day_Adj._Close_MA,IBM_100-day_Adj._Close_MA,IBM_200-day_Adj._Close_MA,ex_AAPL_Daily_Adj._Open-Adj._Close_P_Delta,pr_AAPL_Daily_Adj._Open-Adj._Close_P_Delta,Abs Prediction Error,ex AAPL cumulative sum,pr AAPL cumulative sum,ex AAPL 5-day MA,pr AAPL 5-day MA
65,-0.008240888,0.001278364,50999452,122.6237662,123.9910879,123.1311719,115.8641009,-0.024745248,0.003023432,3811598,584.6272,566.8296,561.14475,549.580775,-0.025692985,0.004221767,3029109,560.4796,547.4936,547.3492,539.62775,-0.003778337,-0.00505689,41962,8.59,8.5458,8.621,8.779825,0.018555335,-0.004337454,33934010,43.68350794,44.32874322,42.92709415,43.19658831,-0.015676568,0.020012573,29418833,89.0814,84.947,82.99625,79.7984,-0.013906448,0.002564103,18083839,39.57711677,41.18846328,41.65592646,41.1099962,-0.002267969,-0.002273125,33775157,28.83529878,30.00071376,30.14849069,31.44360469,0.009109628,-0.002720584,5034246,157.4168751,159.1785098,156.6924431,153.9727284,-0.006543249,0.0100699,0.016613149,-0.008122201,0.008490948,0.000857002,0.002176642
66,-0.006543249,-0.011325301,42162332,122.4926678,123.9618041,123.089232,115.99483,-0.032507351,-0.004887212,4131137,588.5708,569.1352,561.9045,549.984125,-0.036228748,-0.004105459,3625747,563.9528,549.3724,547.8484,539.92685,0.002541296,0.001267427,49920,8.5552,8.5376,8.6091,8.774075,0.000653452,0,32333244,43.65353983,44.30229607,42.95533485,43.20287055,-0.004108886,-0.0038164,33444930,89.6432,85.3172,83.16975,79.9017,-0.002557545,-0.007179487,12029224,39.43716989,41.09804854,41.61619093,41.11450207,-0.016473887,0.000356379,31621031,28.6705812,29.91339819,30.09333574,31.4211484,-0.009548019,-0.004694836,3777631,157.0950289,158.9412903,156.6918913,153.8684689,-0.002599724,0.00789847,0.010498194,-0.022047226,-0.011549032,-0.001342716,0.005311062
67,-0.002599724,0.00496864,44455540,122.3441155,123.8419538,123.0384354,116.1073548,0.010282855,0.005301776,2919110,592.6008,571.3166,562.7039,550.356775,0.010080515,0.00887989,2675381,567.5756,551.1496,548.3873,540.20065,-0.006329114,0,19293,8.5172,8.5216,8.5975,8.767625,-0.012842839,0.005071665,39701420,43.62472435,44.24361569,42.98005567,43.20043445,-0.024953407,0.007114792,38585381,90.1096,85.5732,83.3025,79.98495,-0.005423554,0.007270839,15756829,39.32284938,40.98657281,41.56943698,41.11390572,0.009975062,0.005643739,42161050,28.52874107,29.82532004,30.04070858,31.39634093,0.000440252,0.005280694,3706240,156.795144,158.657687,156.7000273,153.7440811,0,0.0100998,0.0100998,-0.017078586,-0.006978786,0.001818744,0.007797724
68,0,-0.00186416,33618097,122.1800485,123.7374241,123.0141221,116.2217835,-0.003173356,0.003941424,1718193,596.6,573.58,563.48615,550.801025,-0.007632382,0.001273885,1727327,571.168,553.0326,548.914,540.53625,0.011464968,0.001259446,38370,8.4828,8.507,8.5889,8.762325,-0.005265467,0.001323335,34328948,43.59052997,44.19285475,43.00415558,43.20232863,0.004744833,0.010809109,35235993,90.5316,85.8706,83.4433,80.08185,0.012632122,0.002291242,14289205,39.24251504,40.894621,41.52836322,41.11842518,0.015783935,-0.000345304,33182433,28.40291514,29.74848997,29.99758655,31.37747416,0.000875493,-0.000312402,2720890,156.5043465,158.4075935,156.7009061,153.6379522,-0.001299229,0.009575,0.010874229,-0.020241975,-0.009367746,-0.003736618,0.008831224
69,-0.001299229,-0.005447597,37011653,122.023351,123.5977926,122.9841924,116.33571,-0.001253284,-0.006032384,1837805,600.5216,575.8752,564.37145,551.332225,0.004977735,-0.003054136,1575069,574.826,555.0252,549.55645,540.97345,-0.003773585,-0.002525253,47662,8.4496,8.4916,8.5789,8.756125,0.019603524,-0.000648088,40945864,43.60512982,44.16578312,43.04453764,43.21735355,0.00695598,-0.02144551,64648320,90.896,86.1928,83.61315,80.20225,0.010668021,0.006031666,13016410,39.17354628,40.81088281,41.50604606,41.1285315,0.002072539,0.003102379,26470181,28.28566825,29.66460602,29.96005099,31.36682572,0.0068125,-0.003662549,3378396,156.2192286,158.1809759,156.7368063,153.5390158,0.000408764,0.00451498,0.004106216,-0.025280808,-0.021174592,-0.002006688,0.00843163
70,0.000408764,0.001879546,33628268,121.8007164,123.4484645,122.9430362,116.4510363,0.010829886,0.000210666,1980345,604.7612,578.1808,565.27605,551.931275,0.004111111,-0.001912771,1474203,578.616,556.9298,550.19385,541.47035,0.007594937,0.005025126,22864,8.4088,8.4776,8.5708,8.751275,0.013402508,0.008745734,39777883,43.65296352,44.15233589,43.08591067,43.23700097,0.003160889,-0.002730806,86211323,91.15,86.4844,83.77085,80.31335,-0.00949288,0.002774275,13634217,39.1189634,40.72285149,41.47935411,41.13732514,-0.00652921,0.007263922,26582443,28.17128105,29.58377239,29.92600966,31.35775402,0.002866044,0.002733598,1994660,155.9916644,157.9439456,156.7501509,153.4506291,-0.010603589,-0.00502199,0.005581599,-0.034004851,-0.028423252,-0.002818756,0.005413252
71,-0.010603589,0.001648805,42884953,121.56024,123.2785796,122.9169014,116.5662509,-0.010831954,0.000243346,1746094,608.7432,580.2806,566.25255,552.475325,-0.009138712,-0.000431579,1706149,582.2312,558.6566,550.89985,541.9087,-0.01875,0.001273885,29854,8.3656,8.4676,8.5611,8.746575,-0.012476211,0.005995717,31201480,43.6933052,44.1354308,43.13338003,43.25540729,-0.009899947,-0.00510584,46509045,91.3912,86.7536,83.93545,80.41545,0.004527163,0.000250376,13706065,39.08116511,40.641071,41.46393439,41.14642306,-0.005837912,0.001727116,27158763,28.05536868,29.49950715,29.90200157,31.34574627,0.003655514,-0.001790234,3580226,155.8367996,157.7211145,156.8010525,153.3658203,-0.025185185,-0.0109695,0.014215685,-0.057541231,-0.043325546,-0.007335848,0.001639658
72,-0.025185185,-0.008611955,69975968,121.237924,123.0274369,122.8849545,116.6733936,0.01073503,-0.000571669,1567407,613.2096,582.4388,567.34285,553.095275,0.009386894,-0.004420082,1304511,586.212,560.4306,551.70015,542.4146,0.008905852,0,32177,8.3236,8.4598,8.5533,8.744025,-0.003618561,-0.001281777,24125886,43.75285721,44.12371251,43.1823831,43.27674291,0.006521972,-0.003717867,29343117,91.6364,87.0268,84.10115,80.5201,-0.006007509,-0.003021909,12443502,39.03710363,40.55499084,41.44966243,41.15517125,0.001724138,-0.002409639,26213584,27.98025441,29.41371675,29.87298521,31.33825183,-0.018491033,-0.001953248,4615511,155.5812158,157.4441374,156.8303936,153.2749844,-0.023675694,-0.00893624,0.014739454,-0.08982888,-0.075089426,-0.012070987,-0.00216755
73,-0.023675694,-0.0147418,124138623,120.8543253,122.6802976,122.7948195,116.7682423,-0.004606075,0.006759618,1309410,618.0108,584.574,568.34395,553.717075,0.001320773,0.008073103,1490881,590.5212,562.2134,552.43755,542.9383,0.010088272,0.006242197,26269,8.2852,8.455,8.5442,8.741125,0.016898396,0.009255364,33403916,43.87465066,44.13600711,43.24755921,43.30384417,0.002878772,0.012651499,20136036,91.9668,87.2972,84.25245,80.62725,0.001768123,0.006051437,9697334,39.0132815,40.47474741,41.43344699,41.16725426,0.005175983,0.010318466,25741719,27.93221179,29.33135796,29.85920934,31.33312202,-0.005050505,0.009517767,5260575,155.3778847,157.1673497,156.8381422,153.1877435,0.021691014,0.00191408,0.019776934,-0.082879666,-0.1026566,-0.007472938,-0.003699734
74,0.021691014,0.009478284,98384461,120.4654905,122.4045255,122.7203586,116.8600237,0.011325573,0.001039671,1812589,623.3408,587.096,569.54685,554.468675,0.014897608,0.001895057,2008659,595.452,564.4426,553.40215,543.60135,0.003722084,0.001236094,29385,8.2568,8.4496,8.5358,8.735575,-0.008336807,0.00273224,26739584,44.00643348,44.15502533,43.30968405,43.32694756,0.012493438,0.007673165,29629221,92.3938,87.6393,84.43635,80.7297,-0.006516291,-0.00025227,11944864,38.99335005,40.40579392,41.40966428,41.17774022,-0.002398082,0.001373626,23379988,27.89198562,29.25996128,29.84639575,31.32661508,-0.007542426,0.003399216,3463034,155.1976509,156.9358097,156.8834893,153.091684,-0.007243253,-0.00363585,0.003607403,-0.080644635,-0.077037232,-0.009003341,-0.0053299
